0,NZDUSD,0,0,0.86816,5000000
0,NZDUSD,1,0,0.86820,5000000
0,NZDUSD,0,1,0.86812,10000000
0,NZDUSD,1,1,0.86824,10000000
0,NZDUSD,0,2,0.86808,15000000
0,NZDUSD,1,2,0.86828,15000000
0,NZDUSD,0,3,0.86804,20000000
0,NZDUSD,1,3,0.86832,20000000
0,NZDUSD,0,4,0.86800,25000000
0,NZDUSD,1,4,0.86836,25000000
0,NZDUSD,0,5,0.86796,30000000
0,NZDUSD,1,5,0.86840,30000000
0,GBPUSD,0,0,1.64236,1000000
0,GBPUSD,1,0,1.64240,1000000
0,GBPUSD,0,1,1.64232,3000000
0,GBPUSD,1,1,1.64244,3000000
0,GBPUSD,0,2,1.64228,5000000
0,GBPUSD,1,2,1.64248,5000000
0,GBPUSD,0,3,1.64224,10000000
0,GBPUSD,1,3,1.64252,10000000
0,GBPUSD,0,4,1.64220,20000000
0,GBPUSD,1,4,1.64256,20000000
0,GBPUSD,0,5,1.64216,25000000
0,GBPUSD,1,5,1.64260,25000000
0,USDJPY,0,0,104.807,1000000
0,USDJPY,1,0,104.811,1000000
0,USDJPY,0,1,104.803,3000000
0,USDJPY,1,1,104.815,3000000
0,USDJPY,0,2,104.799,5000000
0,USDJPY,1,2,104.819,5000000
0,USDJPY,0,3,104.795,15000000
0,USDJPY,1,3,104.823,15000000
0,USDJPY,0,4,104.791,20000000
0,USDJPY,1,4,104.827,20000000
0,USDJPY,0,5,104.787,25000000
0,USDJPY,1,5,104.831,25000000
0,EURJPY,0,0,140.991,1000000
0,EURJPY,1,0,140.995,1000000
0,EURJPY,0,1,140.987,5000000
0,EURJPY,1,1,140.999,5000000
0,EURJPY,0,2,140.983,20000000
0,EURJPY,1,2,141.003,20000000
0,EURJPY,0,3,140.979,30000000
0,EURJPY,1,3,141.007,30000000
0,CHFNOK,0,0,1.35847,1000000
0,CHFNOK,1,0,1.35851,1000000
0,CHFNOK,0,1,1.35843,2000000
0,CHFNOK,1,1,1.35855,2000000
0,CHFNOK,0,2,1.35839,3000000
0,CHFNOK,1,2,1.35859,3000000
0,CHFNOK,0,3,1.35835,4000000
0,CHFNOK,1,3,1.35863,4000000
0,CHFNOK,0,4,1.35831,5000000
0,CHFNOK,1,4,1.35867,5000000
0,CHFNOK,0,5,1.35827,10000000
0,CHFNOK,1,5,1.35871,10000000
0,CHFNOK,0,6,1.35823,15000000
0,CHFNOK,1,6,1.35875,15000000
0,CHFNOK,0,7,1.35819,20000000
0,CHFNOK,1,7,1.35879,20000000
0,CHFNOK,0,8,1.35815,30000000
0,CHFNOK,1,8,1.35883,30000000
0,CHFNOK,0,9,1.35811,40000000
0,CHFNOK,1,9,1.35887,40000000
0,USDNOK,0,0,6.20276,1000000
0,USDNOK,1,0,6.20280,1000000
0,USDNOK,0,1,6.20272,4000000
0,USDNOK,1,1,6.20284,4000000
0,USDNOK,0,2,6.20268,15000000
0,USDNOK,1,2,6.20288,15000000
0,USDNOK,0,3,6.20264,30000000
0,USDNOK,1,3,6.20292,30000000
0,USDCHF,0,0,0.90976,1000000
0,USDCHF,1,0,0.90980,1000000
0,USDCHF,0,1,0.90972,3000000
